"Company";"TypeName";"Touchscreen";"IPS";"CPU";"Ram";"Gpu";"OpySys";"Weight";"Price";"PPI";"HDDStorage";"SSDStorage";"FlashMemory";"HybridStorage"
"Lenovo";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"2.2";22324.32;100.4547;500;0;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"2.2";28504.8;141.212;500;0;0;0
"HP";"Notebook";0;0;"Intel Core i3";"6";"AMD";"Windows";"2.04";28717.92;141.212;1000;0;0;0
"MSI";"Gaming";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.7";79215.1056;127.3357;1000;1000;0;0
"Toshiba";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"2.1";26533.44;100.4547;0;128;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"2.06";50882.4;141.212;1000;0;0;0
"HP";"Notebook";0;0;"Intel Core i7";"8";"AMD";"Windows";"2.1";39693.6;141.212;1000;0;0;0
"Toshiba";"Notebook";0;1;"Intel Core i5";"8";"Intel";"Windows";"2.0";67026.24;141.212;0;256;0;0
"Acer";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Others/No OS/Linux";"2.1";21951.36;100.4547;0;128;0;0
"Microsoft";"Ultrabook";1;0;"Intel Core i7";"8";"Intel";"Windows";"1.252";99519.048;200.8426;0;256;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"8";"AMD";"Windows";"1.90";43580.376;141.212;1000;1000;0;0
"Lenovo";"2 in 1 Convertible";1;1;"Intel Core i5";"8";"Intel";"Windows";"1.3";55091.52;165.6321;0;256;0;0
"Lenovo";"Notebook";0;0;"AMD Processor";"4";"AMD";"Windows";"2.2";18594.72;100.4547;0;128;0;0
"HP";"2 in 1 Convertible";1;1;"Intel Core i3";"4";"Nvidia";"Windows";"1.63";37242.72;157.3505;0;128;0;0
"MSI";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.4";68944.32;141.212;1000;1000;0;0
"Asus";"Ultrabook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.1";60472.8;157.3505;0;256;0;0
"HP";"2 in 1 Convertible";1;0;"Other Intel Processor";"8";"Intel";"Others/No OS/Linux";"1.4";26373.6;135.0942;0;0;64;0
"LG";"Ultrabook";0;1;"Intel Core i7";"8";"Intel";"Windows";"1.09";122490.72;141.212;0;512;0;0
"Acer";"Gaming";0;0;"Intel Core i5";"16";"Nvidia";"Windows";"2.5";69210.72;141.212;0;256;0;0
"MSI";"Gaming";0;0;"Intel Core i5";"8";"Nvidia";"Windows";"2.2";53168.112;141.212;0;256;0;0
"Asus";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"1.86";22324.32;100.4547;0;128;0;0
"Dell";"Gaming";0;0;"Intel Core i5";"16";"Nvidia";"Windows";"3.21";109277.28;141.212;1000;1000;0;0
"HP";"Notebook";0;1;"Intel Core i3";"4";"AMD";"Windows";"2.5";37242.72;127.3357;0;256;0;0
"Lenovo";"2 in 1 Convertible";1;1;"Intel Core i7";"8";"Intel";"Windows";"1.19";79866.72;165.6321;0;512;0;0
"Dell";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"3.49";149916.6;141.212;1000;1000;0;0
"HP";"Notebook";0;0;"Intel Core i5";"4";"AMD";"Windows";"1.86";32639.8608;100.4547;500;0;0;0
"Dell";"Notebook";0;0;"Intel Core i3";"4";"AMD";"Windows";"2.2";29073.2976;100.4547;1000;0;0;0
"HP";"Notebook";0;1;"AMD Processor";"6";"AMD";"Windows";"2.65";30316.32;127.3357;2000;0;0;0
"Lenovo";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"2.1";16943.04;100.4547;500;0;0;0
"Acer";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"1.45";19980.0;111.9352;0;0;32;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.7";37242.72;157.3505;0;256;0;0
"HP";"Workstation";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"3.14";101657.7072;127.3357;500;0;0;0
"Lenovo";"2 in 1 Convertible";1;0;"Intel Core i7";"8";"Intel";"Windows";"1.42";137995.2;209.8007;0;256;0;0
"Toshiba";"Notebook";0;1;"Intel Core i5";"8";"Intel";"Windows";"1.5";51841.44;165.6321;0;256;0;0
"Acer";"Netbook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"1.4";14332.32;135.0942;0;0;32;0
"Lenovo";"2 in 1 Convertible";1;0;"Intel Core i7";"16";"Intel";"Windows";"1.38";93186.72;157.3505;0;512;0;0
"Asus";"2 in 1 Convertible";1;0;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"1.2";35644.32;176.2326;0;0;64;0
"Toshiba";"Ultrabook";1;0;"Intel Core i7";"16";"Intel";"Windows";"1.36";100006.56;165.6321;0;512;0;0
"HP";"Notebook";0;1;"Intel Core i7";"4";"AMD";"Windows";"2.1";36709.92;141.212;500;0;0;0
"Dell";"Gaming";0;0;"Intel Core i5";"8";"Nvidia";"Windows";"2.56";43636.32;141.212;1000;0;0;0
"Lenovo";"Notebook";0;0;"AMD Processor";"4";"AMD";"Windows";"2.2";21258.72;141.212;0;256;0;0
"Lenovo";"Notebook";0;0;"AMD Processor";"8";"AMD";"Windows";"2.2";22857.12;100.4547;1000;0;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"2.1";33110.856;141.212;1000;0;0;0
"Lenovo";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Others/No OS/Linux";"1.90";23976.0;100.4547;500;0;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"2.18";42357.6;141.212;0;256;0;0
"Acer";"2 in 1 Convertible";1;1;"Intel Core i5";"8";"Intel";"Windows";"1.6";53226.72;165.6321;0;256;0;0
"Lenovo";"Workstation";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.18";98834.4;141.212;0;512;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.8";63456.48;157.3505;0;256;0;0
"HP";"Notebook";0;1;"AMD Processor";"6";"AMD";"Windows";"2.71";34898.9328;127.3357;2000;0;0;0
"Lenovo";"Gaming";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"2.5";66546.72;141.212;1000;1000;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"Nvidia";"Others/No OS/Linux";"1.64";58021.92;157.3505;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Others/No OS/Linux";"1.98";38681.28;141.212;1000;0;0;0
"Asus";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"1.5";15877.44;157.3505;0;0;32;0
"Dell";"Notebook";0;0;"Intel Core i5";"16";"Intel";"Windows";"1.93";76012.4448;141.212;0;512;0;0
"Lenovo";"Notebook";0;1;"Intel Core i5";"8";"Nvidia";"Windows";"1.87";45664.6896;157.3505;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.9";62817.12;141.212;0;256;0;0
"Lenovo";"Notebook";0;0;"AMD Processor";"4";"AMD";"Windows";"2.19";15877.44;100.4547;500;0;0;0
"Mediacom";"Notebook";0;1;"Other Intel Processor";"4";"Intel";"Windows";"1.4";14119.2;161.7254;32;0;0;0
"HP";"Notebook";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.63";63936.0;127.3357;0;256;0;0
"Lenovo";"Ultrabook";0;1;"Intel Core i7";"8";"Intel";"Windows";"1.17";89864.1792;209.8007;0;512;0;0
"HP";"2 in 1 Convertible";1;1;"Intel Core i5";"8";"Intel";"Windows";"1.58";44574.048;117.8265;0;256;0;0
"Lenovo";"Ultrabook";0;1;"Intel Core i5";"8";"Intel";"Windows";"1.32";79866.72;157.3505;0;256;0;0
"Dell";"Gaming";0;0;"Intel Core i7";"32";"Nvidia";"Windows";"4.36";194972.832;124.8557;1000;1000;0;0
"MSI";"Gaming";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.7";71847.0144;127.3357;1000;1000;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Others/No OS/Linux";"1.9";26101.872;100.4547;1000;0;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"AMD";"Windows";"2.2";38308.32;141.212;1000;1000;0;0
"Dell";"2 in 1 Convertible";1;0;"Intel Core i3";"4";"Intel";"Windows";"1.71";34578.72;165.6321;1000;0;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"AMD";"Others/No OS/Linux";"2.32";31409.6256;100.4547;1000;0;0;0
"HP";"Notebook";0;0;"AMD Processor";"4";"AMD";"Windows";"2.1";26053.92;141.212;1000;0;0;0
"Acer";"Gaming";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"4.2";103096.8;127.3357;1000;1000;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"12";"Intel";"Windows";"2.25";34578.72;100.4547;1000;0;0;0
"HP";"Notebook";0;0;"AMD Processor";"6";"AMD";"Windows";"2.1";34632.0;141.212;1000;1000;0;0
"Acer";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"2.4";29783.52;100.4547;500;0;0;0
"Lenovo";"Notebook";0;1;"Intel Core i5";"8";"Intel";"Windows";"1.44";51148.8;165.6321;0;256;0;0
"Lenovo";"Notebook";0;0;"Intel Core i7";"4";"Intel";"Windows";"1.85";41505.12;141.212;1000;0;0;0
"HP";"Workstation";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.6";128884.32;141.212;0;256;0;0
"Dell";"2 in 1 Convertible";1;0;"Intel Core i5";"8";"Intel";"Windows";"1.55";35111.52;165.6321;1000;0;0;0
"MSI";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"1.8";111593.8944;141.212;1000;1000;0;0
"Acer";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"2.4";21887.424;100.4547;500;0;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.0";64308.96;141.212;1000;1000;0;0
"Dell";"Notebook";0;0;"Intel Core i3";"8";"Intel";"Windows";"2";35431.2;100.4547;0;256;0;0
"Toshiba";"Notebook";1;1;"Intel Core i5";"8";"Intel";"Windows";"1.25";81784.8;157.3505;0;256;0;0
"Lenovo";"2 in 1 Convertible";1;0;"Intel Core i5";"8";"Intel";"Windows";"1.7";53226.72;157.3505;0;256;0;0
"Lenovo";"Workstation";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"2.5";175770.72;138.4618;0;1000;0;0
"Acer";"Notebook";0;0;"Other Intel Processor";"2";"Intel";"Others/No OS/Linux";"1.68";17582.4;111.9352;0;0;32;0
"Samsung";"Ultrabook";0;0;"Intel Core i7";"16";"Intel";"Windows";"0.81";87858.72;165.6321;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i3";"8";"Intel";"Windows";"1.86";28717.92;141.212;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.6";60031.1088;111.9352;0;256;0;0
"HP";"Workstation";0;1;"Other Intel Processor";"16";"Nvidia";"Windows";"3";233845.92;127.3357;0;256;0;0
"Lenovo";"Netbook";1;0;"Other Intel Processor";"4";"Intel";"Windows";"1.4";25308.0;135.0942;0;128;0;0
"HP";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.84";101232.0;141.212;0;256;0;0
"Asus";"Notebook";0;0;"Intel Core i5";"4";"Nvidia";"Others/No OS/Linux";"2.45";30849.12;100.4547;1000;0;0;0
"Lenovo";"Ultrabook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.7";58394.88;157.3505;0;180;0;0
"Asus";"Notebook";0;0;"Intel Core i7";"4";"Intel";"Windows";"2.37";45282.672;100.4547;0;256;0;0
"Lenovo";"2 in 1 Convertible";1;1;"Intel Core i5";"8";"Intel";"Windows";"1.3";63882.72;276.0535;0;256;0;0
"HP";"Notebook";0;1;"Intel Core i5";"8";"Nvidia";"Windows";"2.2";58554.72;141.212;1000;1000;0;0
"HP";"Workstation";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.59";83170.08;141.212;0;256;0;0
"Dell";"Gaming";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"4.42";152859.7872;138.4618;1000;1000;0;0
"Acer";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"2.1";31914.72;100.4547;0;256;0;0
"Lenovo";"Gaming";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"2.5";55837.44;141.212;1000;1000;0;0
"Dell";"Ultrabook";0;0;"Intel Core i7";"16";"Intel";"Windows";"1.18";99047.52;176.2326;0;256;0;0
"Google";"Ultrabook";1;0;"Intel Core i5";"8";"Intel";"Others/No OS/Linux";"1.1";83063.52;234.5074;0;256;0;0
"Asus";"Ultrabook";0;1;"Intel Core i5";"8";"Intel";"Windows";"1.2";60153.12;276.0535;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"1.65";45234.72;117.8265;500;0;0;0
"Acer";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.6";34898.4;117.8265;0;128;0;0
"Asus";"Notebook";0;0;"Other Intel Processor";"4";"Nvidia";"Windows";"2.8";25059.7152;90.5834;1000;0;0;0
"Dell";"Gaming";1;1;"Intel Core i7";"16";"Nvidia";"Windows";"2.72";58554.72;138.4618;1000;1000;0;0
"Samsung";"Ultrabook";1;0;"Intel Core i7";"8";"Intel";"Windows";"1.31";85194.72;165.6321;0;256;0;0
"Acer";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"2.1";15877.44;100.4547;1000;0;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"16";"AMD";"Windows";"2.3";62938.0656;141.212;0;256;0;0
"Samsung";"2 in 1 Convertible";1;0;"Intel Core i7";"16";"AMD";"Windows";"1.71";95850.72;146.8605;0;256;0;0
"Toshiba";"Notebook";0;1;"Intel Core i5";"4";"Intel";"Windows";"1.75";54345.6;111.9352;0;128;0;0
"Dell";"Gaming";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.62";58554.72;141.212;1000;0;0;0
"HP";"Ultrabook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.26";66280.32;125.3674;0;256;0;0
"Asus";"2 in 1 Convertible";1;0;"Intel Core i7";"12";"Nvidia";"Windows";"2.3";44701.92;141.212;2000;0;0;0
"Lenovo";"Notebook";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.5";126273.6;138.4618;0;512;0;0
"Acer";"Notebook";0;1;"Intel Core i3";"4";"Intel";"Windows";"1.8";33886.08;157.3505;0;128;0;0
"Razer";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"1.95";154458.72;157.3505;0;512;0;0
"Asus";"Notebook";0;0;"Other Intel Processor";"8";"Intel";"Windows";"2";31003.632;141.212;0;128;0;0
"Dell";"Gaming";0;1;"Intel Core i7";"32";"Nvidia";"Windows";"4.42";191211.264;127.3357;1000;1000;0;0
"Asus";"Gaming";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"4.3";125208.0;127.3357;1000;1000;0;0
"Toshiba";"Ultrabook";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"1.47";93985.92;157.3505;0;512;0;0
"Lenovo";"Notebook";0;0;"Other Intel Processor";"8";"Intel";"Others/No OS/Linux";"2.2";17529.12;100.4547;1000;0;0;0
"Lenovo";"Ultrabook";0;0;"Intel Core i7";"16";"Intel";"Windows";"1.7";122490.72;157.3505;0;512;0;0
"MSI";"Gaming";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"1.6";100752.48;157.3505;1000;1000;0;0
"MSI";"Gaming";0;0;"Intel Core i5";"8";"Nvidia";"Windows";"2.2";58021.92;141.212;1000;1000;0;0
"Lenovo";"Gaming";0;1;"Intel Core i7";"4";"Nvidia";"Windows";"2.4";53226.72;141.212;1000;0;0;0
"Acer";"Gaming";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"4.2";122490.72;127.3357;1000;1000;0;0
"Dell";"Gaming";0;0;"Intel Core i5";"8";"Nvidia";"Windows";"2.62";52480.8;141.212;0;256;0;0
"Asus";"Gaming";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.24";71341.92;141.212;1000;1000;0;0
"Vero";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"1.22";10810.512;157.3505;0;0;32;0
"Lenovo";"2 in 1 Convertible";1;1;"Intel Core i7";"8";"Intel";"Windows";"1.37";104961.6;165.6321;0;512;0;0
"Lenovo";"2 in 1 Convertible";1;0;"Intel Core i5";"8";"AMD";"Windows";"2.08";51095.52;141.212;0;256;0;0
"Apple";"Ultrabook";0;1;"Other Intel Processor";"8";"Intel";"Mac";"0.920";62071.2;226.4155;0;0;512;0
"Lenovo";"2 in 1 Convertible";1;1;"Intel Core i5";"8";"Intel";"Windows";"1.42";124142.4;209.8007;0;256;0;0
"Asus";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"1.63";15930.72;111.9352;0;0;32;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.95";43156.8;100.4547;0;128;0;0
"Lenovo";"2 in 1 Convertible";1;1;"Intel Core i7";"8";"Intel";"Windows";"1.38";71874.72;158.4825;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i3";"8";"AMD";"Windows";"2";39373.92;141.212;0;256;0;0
"HP";"Workstation";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"3.14";110017.872;141.212;0;256;0;0
"Asus";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"2.37";58554.72;141.212;0;256;0;0
"Dell";"Ultrabook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.29";79866.72;165.6321;0;256;0;0
"Dell";"Notebook";1;0;"Intel Core i5";"8";"Nvidia";"Windows";"2.06";93186.72;138.4618;0;256;0;0
"Dell";"Netbook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"1.63";39640.32;135.0942;0;128;0;0
"HP";"Netbook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.26";74005.92;125.3674;0;256;0;0
"Toshiba";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"2.1";41558.4;100.4547;500;0;0;0
"HP";"Notebook";0;0;"AMD Processor";"8";"AMD";"Windows";"2.04";33513.12;100.4547;2000;0;0;0
"Dell";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.62";89457.12;138.4618;0;512;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"4";"Nvidia";"Windows";"2.4";32447.52;141.212;1000;0;0;0
"HP";"Gaming";0;1;"Intel Core i7";"12";"AMD";"Windows";"3.74";93186.72;127.3357;1000;0;0;0
"MSI";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.9";128671.2;127.3357;1000;1000;0;0
"Samsung";"Ultrabook";0;0;"Intel Core i5";"8";"Intel";"Windows";"0.81";79866.72;165.6321;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"1.98";51202.08;141.212;1000;0;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"AMD";"Windows";"2.18";42081.0768;141.212;0;256;0;0
"Lenovo";"Ultrabook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.32";99047.52;157.3505;0;256;0;0
"Razer";"Ultrabook";1;1;"Intel Core i7";"16";"Intel";"Windows";"1.29";95850.72;172.8003;0;512;0;0
"HP";"Netbook";0;0;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"1.23";20512.8;135.0942;0;0;16;0
"Dell";"Gaming";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"4.36";133467.4656;127.3357;1000;1000;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.76";40226.4;111.9352;500;0;0;0
"Lenovo";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"2.1";26101.872;100.4547;500;0;0;0
"Toshiba";"Ultrabook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.25";58075.2;111.9352;0;128;0;0
"Lenovo";"Ultrabook";0;1;"Intel Core i7";"8";"Intel";"Windows";"1.13";133146.72;157.3505;0;512;0;0
"MSI";"Gaming";0;0;"Intel Core i5";"8";"Nvidia";"Windows";"2.4";63882.72;141.212;0;256;0;0
"Lenovo";"Ultrabook";0;1;"Intel Core i5";"8";"Intel";"Windows";"1.13";99900.0;157.3505;0;0;256;0
"Toshiba";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"1.75";26586.72;111.9352;0;128;0;0
"Asus";"2 in 1 Convertible";1;0;"Intel Core i5";"8";"Intel";"Windows";"1.1";72354.24;165.6321;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"1.76";31168.8;111.9352;500;0;0;0
"Acer";"Netbook";0;1;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"1.35";18914.4;135.0942;0;0;32;0
"Acer";"Notebook";0;1;"Intel Core i3";"8";"Intel";"Windows";"1.5";32980.32;157.3505;0;128;0;0
"Razer";"Gaming";1;0;"Intel Core i7";"32";"Nvidia";"Windows";"3.49";292986.72;124.8557;0;512;0;0
"Lenovo";"Ultrabook";0;1;"Intel Core i7";"16";"Intel";"Windows";"1.1";111834.72;209.8007;0;512;0;0
"Asus";"Notebook";0;0;"Intel Core i5";"4";"Nvidia";"Others/No OS/Linux";"2.1";27652.32;141.212;1000;0;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.7";63190.08;157.3505;0;256;0;0
"Lenovo";"Notebook";0;1;"Intel Core i5";"8";"Intel";"Windows";"1.32";87912.0;157.3505;0;256;0;0
"Dell";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"3.21";147832.2864;141.212;1000;1000;0;0
"Asus";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.9";128884.32;127.3357;1000;1000;0;0
"Toshiba";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"2.0";35644.32;100.4547;500;0;0;0
"Lenovo";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"1.5";17316.0;111.9352;0;0;16;0
"Asus";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"2.3";31435.2;141.212;128;0;0;0
"Asus";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.73";95850.72;127.3357;1000;1000;0;0
"Dell";"Gaming";0;1;"Intel Core i7";"32";"Nvidia";"Windows";"4.42";163723.5792;127.3357;1000;1000;0;0
"HP";"Notebook";0;0;"Intel Core i5";"8";"Nvidia";"Windows";"2.63";48484.8;106.1131;1000;0;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"2.18";38041.3872;100.4547;0;128;0;0
"HP";"Ultrabook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.54";99633.6;157.3505;0;512;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"4";"AMD";"Windows";"2.18";39373.92;141.212;0;256;0;0
"HP";"2 in 1 Convertible";1;0;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"1.4";32767.2;135.0942;0;0;32;0
"Asus";"Ultrabook";0;1;"Intel Core i5";"8";"Nvidia";"Windows";"1.45";54665.28;165.6321;0;512;0;0
"HP";"2 in 1 Convertible";1;0;"Intel Core i5";"8";"Intel";"Windows";"1.28";121318.56;165.6321;0;256;0;0
"HP";"Ultrabook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.54";78215.04;157.3505;0;512;0;0
"HP";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"1.86";15930.72;100.4547;0;128;0;0
"Asus";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.1";101178.72;141.212;1000;1000;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"8";"AMD";"Others/No OS/Linux";"2.83";46087.2;127.3357;1000;0;0;0
"Lenovo";"Ultrabook";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"1.96";101391.84;157.3505;0;256;0;0
"Asus";"Notebook";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"2.3";41931.36;141.212;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.9";50349.6;141.212;0;128;0;0
"Asus";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"2";23922.72;100.4547;1000;0;0;0
"HP";"2 in 1 Convertible";1;0;"Intel Core i7";"8";"Intel";"Windows";"1.28";136343.52;165.6321;0;256;0;0
"Dell";"Notebook";1;0;"Intel Core i5";"8";"Intel";"Windows";"1.62";34578.72;165.6321;1000;0;0;0
"Lenovo";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Others/No OS/Linux";"2.2";24988.32;141.212;1000;0;0;0
"Lenovo";"Notebook";0;1;"Intel Core i5";"8";"Intel";"Windows";"2.3";45323.1648;141.212;1000;0;0;0
"HP";"Notebook";0;0;"Intel Core i5";"8";"AMD";"Windows";"1.84";71874.72;141.212;0;256;0;0
"Toshiba";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.05";68464.8;165.6321;0;128;0;0
"Lenovo";"Gaming";0;1;"Intel Core i5";"8";"Nvidia";"Others/No OS/Linux";"2.5";54185.76;141.212;1000;0;0;0
"Dell";"Ultrabook";1;0;"Intel Core i7";"16";"Intel";"Windows";"1.29";119347.2;276.0535;0;512;0;0
"HP";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"2.07";48484.8;141.212;500;0;0;0
"Toshiba";"Ultrabook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.2";58341.6;117.8265;0;256;0;0
"Lenovo";"2 in 1 Convertible";1;1;"Intel Core i7";"8";"Intel";"Windows";"1.37";103896.0;165.6321;0;256;0;0
"Acer";"Notebook";0;1;"Intel Core i5";"8";"Intel";"Windows";"1.56";48058.56;157.3505;0;256;0;0
"Dell";"Workstation";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.23";94731.84;141.212;1000;0;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"2.38";56210.4;100.4547;500;0;0;0
"Lenovo";"Notebook";0;0;"Intel Core i3";"4";"AMD";"Others/No OS/Linux";"2.2";25521.12;141.212;1000;0;0;0
"Toshiba";"Notebook";0;1;"Intel Core i7";"8";"Intel";"Windows";"2.0";73952.64;141.212;0;256;0;0
"Lenovo";"Notebook";0;1;"Intel Core i3";"4";"Intel";"Windows";"1.44";39160.8;165.6321;0;180;0;0
"Samsung";"Ultrabook";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"1.23";98514.72;146.8605;0;256;0;0
"Dell";"Ultrabook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.6";90043.2;176.2326;0;256;0;0
"Asus";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"2";21258.1872;100.4547;1000;0;0;0
"Xiaomi";"Ultrabook";0;1;"Intel Core i5";"8";"Nvidia";"Windows";"1.28";49816.8;165.6321;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"4";"Nvidia";"Windows";"2.18";48618.0;141.212;1000;1000;0;0
"HP";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"2.04";44701.92;141.212;0;256;0;0
"HP";"2 in 1 Convertible";1;0;"Intel Core i5";"4";"Intel";"Windows";"1.28";90576.0;165.6321;0;256;0;0
